id1,AttCat,class,dst_bytes,dst_host_count,dst_host_srv_count,flag,id,is_guest_login,is_host_login,logged_in,num_access_files,num_compromised,num_root,protocol_type,rerror_rate,role,root_shell,serror_rate,service,src_bytes,srv_count,su_attempted
130,Dos,neptune,0.0,255.0,20.0,S0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,20.0,0.0
139,Dos,neptune,0.0,255.0,7.0,S0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,13.0,0.0
146,Probe,nmap,0.0,255.0,1.0,SH,146.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,gopher,0.0,1.0,0.0
148,R2L,warezclient,0.0,6.0,26.0,SF,148.0,0.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,0.0,ftp_data,334.0,2.0,0.0
152,Dos,neptune,0.0,255.0,14.0,S0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,vmnet,0.0,13.0,0.0
154,Dos,neptune,0.0,255.0,15.0,S0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,http_443,0.0,15.0,0.0
158,Probe,ipsweep,0.0,1.0,15.0,SF,158.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,eco_i,8.0,46.0,0.0
165,Probe,portsweep,0.0,255.0,2.0,RSTR,165.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,other,1.0,2.0,0.0
173,Dos,neptune,0.0,255.0,15.0,REJ,173.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,imap4,0.0,15.0,0.0
174,Dos,neptune,0.0,255.0,19.0,S0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,0.99,private,0.0,19.0,0.0
175,Dos,neptune,0.0,255.0,3.0,S0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,whois,0.0,3.0,0.0
179,Dos,neptune,0.0,255.0,11.0,S0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,iso_tsap,0.0,9.0,0.0
186,Dos,neptune,0.0,255.0,18.0,S0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,18.0,0.0
192,Dos,neptune,0.0,255.0,9.0,S0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,10.0,0.0
193,Dos,neptune,0.0,255.0,17.0,S0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,echo,0.0,17.0,0.0
210,Probe,satan,0.0,255.0,1.0,REJ,210.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.94,technician,0.0,0.05,private,0.0,1.0,0.0
212,Dos,neptune,0.0,255.0,17.0,S0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,iso_tsap,0.0,17.0,0.0
214,Dos,neptune,0.0,255.0,22.0,S0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,link,0.0,22.0,0.0
215,Dos,neptune,0.0,255.0,16.0,S0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,sunrpc,0.0,12.0,0.0
221,Dos,neptune,0.0,255.0,3.0,S0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,login,0.0,3.0,0.0
222,R2L,warezclient,0.0,3.0,28.0,SF,222.0,0.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,0.0,ftp_data,832.0,1.0,0.0
227,Dos,neptune,0.0,255.0,24.0,S0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,kshell,0.0,24.0,0.0
237,Dos,neptune,0.0,255.0,2.0,S0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,kshell,0.0,2.0,0.0
241,Probe,ipsweep,0.0,1.0,123.0,SF,241.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,18.0,1.0,0.0
244,Dos,neptune,0.0,255.0,8.0,S0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,ftp_data,0.0,8.0,0.0
246,Dos,neptune,0.0,255.0,9.0,S0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,9.0,0.0
247,Probe,ipsweep,0.0,2.0,60.0,SF,247.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,eco_i,8.0,21.0,0.0
248,Dos,neptune,0.0,255.0,19.0,S0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,20.0,0.0
250,Probe,ipsweep,0.0,1.0,63.0,SF,250.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,8.0,23.0,0.0
254,Probe,nmap,0.0,255.0,1.0,SH,254.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,sql_net,0.0,1.0,0.0
263,Dos,neptune,0.0,255.0,11.0,REJ,263.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,mtp,0.0,11.0,0.0
269,Dos,neptune,0.0,255.0,4.0,S0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,csnet_ns,0.0,1.0,0.0
271,Dos,neptune,0.0,255.0,14.0,REJ,271.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,auth,0.0,14.0,0.0
276,Dos,neptune,0.0,255.0,10.0,S0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,vmnet,0.0,10.0,0.0
281,Dos,neptune,0.0,94.0,26.0,S0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,http,0.0,6.0,0.0
284,Dos,neptune,0.0,255.0,25.0,S0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,bgp,0.0,25.0,0.0
286,Dos,neptune,0.0,255.0,7.0,S0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,ftp,0.0,7.0,0.0
289,Probe,portsweep,0.0,255.0,2.0,RSTR,289.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,1.0,2.0,0.0
297,Probe,nmap,0.0,4.0,112.0,SF,297.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,eco_i,8.0,25.0,0.0
301,Dos,neptune,0.0,255.0,2.0,REJ,301.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,hostnames,0.0,2.0,0.0
303,R2L,warezclient,0.0,7.0,42.0,SF,303.0,0.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,0.0,ftp_data,5131424.0,7.0,0.0
305,Probe,ipsweep,0.0,1.0,61.0,SF,305.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,superuser,0.0,0.0,eco_i,8.0,35.0,0.0
310,Dos,neptune,0.0,255.0,13.0,S0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,uucp,0.0,13.0,0.0
313,Dos,neptune,0.0,255.0,19.0,S0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,netbios_dgm,0.0,19.0,0.0
315,Dos,smurf,0.0,255.0,255.0,SF,315.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,ecr_i,1032.0,213.0,0.0
316,Probe,ipsweep,0.0,1.0,11.0,SF,316.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,8.0,45.0,0.0
319,Dos,neptune,0.0,255.0,17.0,S0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,17.0,0.0
322,Dos,neptune,0.0,255.0,14.0,S0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,3.0,0.0
325,Dos,neptune,0.0,255.0,3.0,S0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,http_443,0.0,7.0,0.0
330,Probe,portsweep,0.0,255.0,1.0,REJ,330.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,private,0.0,1.0,0.0
331,Probe,portsweep,0.0,255.0,1.0,RSTR,331.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,0.0,1.0,0.0
334,Dos,neptune,0.0,255.0,7.0,S0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,9.0,0.0
339,Dos,neptune,0.0,255.0,6.0,REJ,339.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,0.0,10.0,0.0
341,Dos,neptune,0.0,255.0,2.0,S0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,7.0,0.0
344,Dos,neptune,0.0,255.0,12.0,S0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,bgp,0.0,17.0,0.0
348,Dos,neptune,0.0,255.0,19.0,S0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,discard,0.0,19.0,0.0
354,Probe,satan,0.0,255.0,1.0,REJ,354.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.91,admin,0.0,0.08,other,0.0,1.0,0.0
358,Dos,neptune,0.0,255.0,3.0,REJ,358.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,uucp_path,0.0,3.0,0.0
362,Dos,neptune,0.0,255.0,18.0,S0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,sql_net,0.0,19.0,0.0
365,Probe,ipsweep,0.0,2.0,255.0,SF,365.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,8.0,18.0,0.0
366,Dos,back,8314.0,251.0,251.0,SF,366.0,0.0,0.0,1.0,0.0,1.0,0.0,tcp,0.0,admin,0.0,0.0,http,54540.0,1.0,0.0
373,Dos,neptune,0.0,255.0,12.0,S0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,nntp,0.0,12.0,0.0
379,Dos,neptune,0.0,255.0,3.0,S0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,3.0,0.0
384,Dos,neptune,0.0,255.0,4.0,S0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,19.0,0.0
386,Dos,neptune,0.0,255.0,8.0,S0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,uucp,0.0,8.0,0.0
392,Dos,neptune,0.0,255.0,1.0,S0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,ftp,0.0,1.0,0.0
396,Probe,portsweep,0.0,255.0,2.0,RSTR,396.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,1.0,2.0,0.0
397,Dos,neptune,0.0,255.0,11.0,S0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,11.0,0.0
401,Dos,neptune,0.0,255.0,19.0,S0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,finger,0.0,19.0,0.0
404,Probe,ipsweep,0.0,1.0,41.0,SF,404.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,superuser,0.0,0.0,eco_i,8.0,27.0,0.0
408,Dos,neptune,0.0,255.0,2.0,S0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,19.0,0.0
409,Dos,neptune,0.0,135.0,75.0,S0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,telnet,0.0,13.0,0.0
411,Dos,neptune,0.0,255.0,4.0,RSTO,411.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,exec,0.0,9.0,0.0
417,Dos,neptune,0.0,255.0,11.0,S0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,Z39_50,0.0,16.0,0.0
418,Dos,neptune,0.0,255.0,9.0,S0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,2.0,0.0
421,Dos,neptune,0.0,255.0,3.0,RSTO,421.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,uucp,0.0,3.0,0.0
422,Dos,neptune,0.0,255.0,5.0,S0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,6.0,0.0
426,Dos,smurf,0.0,255.0,255.0,SF,426.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,ecr_i,1032.0,486.0,0.0
443,Dos,neptune,0.0,255.0,1.0,S0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,ctf,0.0,1.0,0.0
446,Dos,smurf,0.0,255.0,200.0,SF,446.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,ecr_i,1032.0,511.0,0.0
448,Dos,neptune,0.0,255.0,7.0,S0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,7.0,0.0
452,Dos,neptune,0.0,255.0,18.0,S0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,18.0,0.0
453,Dos,neptune,0.0,255.0,16.0,S0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,16.0,0.0
454,Dos,neptune,0.0,255.0,15.0,S0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,csnet_ns,0.0,15.0,0.0
456,Dos,neptune,0.0,255.0,13.0,REJ,456.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,0.0,13.0,0.0
462,Dos,neptune,0.0,255.0,58.0,S0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,telnet,0.0,17.0,0.0
465,Dos,neptune,0.0,255.0,15.0,S0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,19.0,0.0
466,Dos,back,8314.0,79.0,79.0,SF,466.0,0.0,0.0,1.0,0.0,1.0,0.0,tcp,0.0,technician,0.0,0.0,http,54540.0,2.0,0.0
470,Dos,neptune,0.0,255.0,4.0,S0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,4.0,0.0
472,Dos,neptune,0.0,255.0,1.0,REJ,472.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,0.0,3.0,0.0
474,Dos,neptune,0.0,255.0,21.0,S0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,link,0.0,21.0,0.0
478,Probe,ipsweep,0.0,1.0,35.0,SF,478.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,eco_i,8.0,28.0,0.0
480,Dos,neptune,0.0,255.0,1.0,REJ,480.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,0.0,1.0,0.0
481,Dos,neptune,0.0,255.0,18.0,S0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,ssh,0.0,18.0,0.0
484,Probe,portsweep,0.0,195.0,2.0,RSTR,484.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,0.0,2.0,0.0
506,R2L,warezclient,2451.0,255.0,123.0,SF,506.0,1.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,0.0,ftp,1238.0,1.0,0.0
522,Dos,neptune,0.0,255.0,14.0,S0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,finger,0.0,14.0,0.0
526,Dos,neptune,0.0,255.0,14.0,S0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,uucp_path,0.0,14.0,0.0
528,Probe,portsweep,0.0,255.0,1.0,RSTR,528.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,private,0.0,1.0,0.0
530,Probe,satan,0.0,255.0,2.0,SF,530.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,admin,0.0,0.0,private,1.0,2.0,0.0
534,Dos,neptune,0.0,255.0,12.0,S0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,2.0,0.0
536,Dos,neptune,0.0,255.0,58.0,S0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,finger,0.0,20.0,0.0
538,Dos,neptune,0.0,29.0,141.0,S0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,smtp,0.0,9.0,0.0
541,Dos,neptune,0.0,255.0,18.0,S0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,20.0,0.0
549,Dos,neptune,0.0,255.0,15.0,S0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,finger,0.0,15.0,0.0
551,Probe,ipsweep,0.0,1.0,28.0,SF,551.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,8.0,15.0,0.0
556,Probe,ipsweep,0.0,19.0,1.0,REJ,556.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,private,0.0,1.0,0.0
558,Dos,neptune,0.0,255.0,7.0,REJ,558.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,0.0,10.0,0.0
559,Dos,neptune,0.0,255.0,15.0,S0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,time,0.0,15.0,0.0
564,Dos,neptune,0.0,255.0,2.0,S0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,2.0,0.0
570,Probe,ipsweep,0.0,1.0,225.0,SF,570.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,18.0,1.0,0.0
572,Dos,neptune,0.0,255.0,13.0,S0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,netbios_dgm,0.0,13.0,0.0
573,Dos,neptune,0.0,255.0,17.0,S0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,ftp,0.0,4.0,0.0
577,Dos,neptune,0.0,255.0,17.0,S0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,17.0,0.0
581,R2L,warezclient,2451.0,237.0,65.0,SF,581.0,1.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,0.0,ftp,1250.0,1.0,0.0
591,Probe,portsweep,0.0,255.0,2.0,RSTR,591.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,remote_job,1.0,2.0,0.0
595,Dos,neptune,0.0,255.0,4.0,S0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,ftp_data,0.0,4.0,0.0
