id,duration,service,flag,src_bytes,dst_bytes,wrong_fragment,logged_in,num_compromised,num_root,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,role,AttCat,attType
344,0,bgp,S0,0,0,0,0,0,0,211,1.0,1.0,0.0,0.0,0.08,255,12,0.05,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
346,0,private,S0,0,0,0,0,0,0,208,1.0,1.0,0.0,0.0,0.01,255,5,0.02,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
348,0,discard,S0,0,0,0,0,0,0,268,1.0,1.0,0.0,0.0,0.07,255,19,0.07,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
350,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.53,0.0,0.0,0.51,1.0,superuser,Probe,portsweep
354,0,other,REJ,0,0,0,0,0,0,425,0.08,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.92,1.0,admin,Probe,satan
356,0,http,S0,0,0,0,0,0,0,272,1.0,0.43,0.0,0.0,0.05,255,13,0.05,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
365,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
366,0,http,SF,54540,8314,0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,251,251,1.0,0.0,0.0,0.0,0.02,0.02,admin,Dos,back
373,0,nntp,S0,0,0,0,0,0,0,196,1.0,1.0,0.0,0.0,0.06,255,12,0.05,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
375,0,courier,S0,0,0,0,0,0,0,111,1.0,1.0,0.0,0.0,0.05,255,6,0.02,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
379,0,private,S0,0,0,0,0,0,0,168,1.0,1.0,0.0,0.0,0.02,255,3,0.01,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
383,0,private,S0,0,0,0,0,0,0,36,1.0,1.0,0.0,0.0,0.33,255,12,0.05,0.1,1.0,1.0,0.0,0.0,admin,Dos,neptune
384,0,private,S0,0,0,0,0,0,0,143,1.0,1.0,0.0,0.0,0.13,255,4,0.02,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
392,0,ftp,S0,0,0,0,0,0,0,222,1.0,1.0,0.0,0.0,0.0,255,1,0.0,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
394,0,private,S0,0,0,0,0,0,0,237,1.0,1.0,0.0,0.0,0.06,255,1,0.0,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
395,0,private,S0,0,0,0,0,0,0,132,1.0,1.0,0.0,0.0,0.11,255,16,0.06,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
396,31401,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.82,0.0,0.0,1.0,1.0,technician,Probe,portsweep
404,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,41,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
408,0,private,S0,0,0,0,0,0,0,257,1.0,1.0,0.0,0.0,0.07,255,2,0.01,0.09,1.0,1.0,0.0,0.0,superuser,Dos,neptune
409,0,telnet,S0,0,0,0,0,0,0,13,1.0,1.0,0.0,0.0,1.0,135,75,0.56,0.01,0.99,0.97,0.0,0.0,superuser,Dos,neptune
414,0,login,S0,0,0,0,0,0,0,132,1.0,1.0,0.0,0.0,0.02,255,14,0.05,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
417,0,Z39_50,S0,0,0,0,0,0,0,290,1.0,1.0,0.0,0.0,0.06,255,11,0.04,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
418,0,private,S0,0,0,0,0,0,0,203,1.0,1.0,0.0,0.0,0.01,255,9,0.04,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
423,0,private,SF,1,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.08,255,24,0.09,0.2,0.0,0.0,0.34,0.0,admin,Probe,satan
426,0,ecr_i,SF,1032,0,0,0,0,0,486,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,technician,Dos,smurf
432,0,ftp_data,S0,0,0,0,0,0,0,47,1.0,1.0,0.0,0.0,0.09,255,64,0.25,0.02,1.0,1.0,0.0,0.0,admin,Dos,neptune
442,0,whois,S0,0,0,0,0,0,0,200,1.0,1.0,0.0,0.0,0.03,255,6,0.02,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
443,0,ctf,S0,0,0,0,0,0,0,140,1.0,1.0,0.0,0.0,0.01,255,1,0.0,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
446,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,200,0.78,0.01,0.0,0.0,0.0,0.0,technician,Dos,smurf
453,0,private,S0,0,0,0,0,0,0,35,1.0,1.0,0.0,0.0,0.46,255,16,0.06,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
454,0,csnet_ns,S0,0,0,0,0,0,0,275,1.0,1.0,0.0,0.0,0.05,255,15,0.06,0.09,1.0,1.0,0.0,0.0,admin,Dos,neptune
459,0,private,S0,0,0,0,0,0,0,252,1.0,1.0,0.0,0.0,0.06,255,13,0.05,0.09,1.0,1.0,0.0,0.0,admin,Dos,neptune
462,0,telnet,S0,0,0,0,0,0,0,74,1.0,1.0,0.0,0.0,0.23,255,58,0.23,0.02,1.0,1.0,0.0,0.0,superuser,Dos,neptune
467,0,vmnet,S0,0,0,0,0,0,0,197,1.0,1.0,0.0,0.0,0.01,255,2,0.01,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
470,0,private,S0,0,0,0,0,0,0,198,1.0,1.0,0.0,0.0,0.02,255,4,0.02,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
472,0,private,REJ,0,0,0,0,0,0,102,0.0,0.0,1.0,1.0,0.03,255,1,0.0,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
482,0,time,S0,0,0,0,0,0,0,262,1.0,1.0,0.0,0.0,0.02,255,4,0.02,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
488,0,domain,S0,0,0,0,0,0,0,253,1.0,1.0,0.0,0.0,0.0,255,1,0.0,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
490,0,private,S0,0,0,0,0,0,0,142,1.0,1.0,0.0,0.0,0.11,255,8,0.03,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
495,0,login,S0,0,0,0,0,0,0,139,1.0,1.0,0.0,0.0,0.14,255,20,0.08,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
502,0,private,S0,0,0,0,0,0,0,196,1.0,1.0,0.0,0.0,0.05,255,20,0.08,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
506,1,ftp,SF,1238,2451,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,255,123,0.48,0.02,0.0,0.0,0.01,0.0,technician,R2L,warezclient
507,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,59,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
520,0,mtp,S0,0,0,0,0,0,0,221,1.0,1.0,0.0,0.0,0.07,255,17,0.07,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
522,0,finger,S0,0,0,0,0,0,0,33,1.0,1.0,0.0,0.0,0.42,255,14,0.05,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
526,0,uucp_path,S0,0,0,0,0,0,0,221,1.0,1.0,0.0,0.0,0.06,255,14,0.05,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
528,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.82,0.0,0.0,1.0,1.0,technician,Probe,portsweep
529,0,Z39_50,REJ,0,0,0,0,0,0,284,0.0,0.0,1.0,1.0,0.05,255,14,0.05,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
530,0,private,SF,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,255,2,0.01,0.73,0.03,0.0,0.62,0.0,superuser,Probe,satan
531,0,telnet,S0,0,0,0,0,0,0,150,1.0,1.0,0.0,0.0,0.11,255,1,0.0,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
532,0,imap4,S0,0,0,0,0,0,0,255,1.0,1.0,0.0,0.0,0.04,255,9,0.04,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
534,0,private,S0,0,0,0,0,0,0,26,1.0,1.0,0.0,0.0,0.08,255,12,0.05,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
536,0,finger,S0,0,0,0,0,0,0,74,1.0,1.0,0.0,0.0,0.27,255,58,0.23,0.04,1.0,1.0,0.0,0.0,superuser,Dos,neptune
538,0,smtp,S0,0,0,0,0,0,0,7,1.0,0.78,0.0,0.0,1.0,29,141,0.24,0.07,0.93,0.05,0.0,0.0,technician,Dos,neptune
547,0,ldap,S0,0,0,0,0,0,0,124,1.0,1.0,0.0,0.0,0.02,255,2,0.01,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
549,0,finger,S0,0,0,0,0,0,0,34,1.0,1.0,0.0,0.0,0.44,255,15,0.06,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
553,0,Z39_50,S0,0,0,0,0,0,0,16,1.0,1.0,0.0,0.0,0.19,255,9,0.04,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
558,0,private,REJ,0,0,0,0,0,0,130,0.0,0.0,1.0,1.0,0.08,255,7,0.03,0.07,0.0,0.0,1.0,1.0,admin,Dos,neptune
561,0,time,RSTO,0,0,0,0,0,0,280,0.0,0.0,1.0,1.0,0.06,255,16,0.06,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
564,0,private,S0,0,0,0,0,0,0,268,1.0,1.0,0.0,0.0,0.01,255,2,0.01,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
565,0,private,S0,0,0,0,0,0,0,84,1.0,1.0,0.0,0.0,0.21,255,18,0.07,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
570,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,225,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
573,0,ftp,S0,0,0,0,0,0,0,265,1.0,1.0,0.0,0.0,0.02,255,17,0.07,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
577,0,private,S0,0,0,0,0,0,0,54,1.0,1.0,0.0,0.0,0.31,255,17,0.07,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
591,41285,remote_job,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.28,0.0,0.0,0.56,1.0,admin,Probe,portsweep
597,0,shell,S0,0,0,0,0,0,0,129,1.0,1.0,0.0,0.0,0.17,255,22,0.09,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
599,0,private,S0,0,0,0,0,0,0,118,1.0,1.0,0.0,0.0,0.08,255,17,0.07,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
602,0,private,S0,0,0,0,0,0,0,115,1.0,1.0,0.0,0.0,0.03,255,18,0.07,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
605,13488,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.68,0.0,0.0,1.0,1.0,admin,Probe,portsweep
606,0,private,S0,0,0,0,0,0,0,111,1.0,1.0,0.0,0.0,0.09,155,11,0.07,0.1,1.0,1.0,0.0,0.0,technician,Dos,neptune
611,0,systat,REJ,0,0,0,0,0,0,242,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.08,0.0,0.0,1.0,1.0,superuser,Dos,neptune
615,0,supdup,S0,0,0,0,0,0,0,101,1.0,1.0,0.0,0.0,0.06,255,6,0.02,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
616,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,62,2,0.02,1.0,0.0,0.0,0.92,1.0,admin,Probe,ipsweep
619,0,http,SF,54540,8314,0,1,1,0,3,0.0,0.0,0.0,0.0,1.0,214,214,1.0,0.0,0.0,0.0,0.01,0.01,technician,Dos,back
621,25,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.7,0.0,0.0,0.69,1.0,admin,Probe,portsweep
625,0,kshell,S0,0,0,0,0,0,0,136,1.0,1.0,0.0,0.0,0.17,255,23,0.09,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
626,0,hostnames,S0,0,0,0,0,0,0,272,1.0,1.0,0.0,0.0,0.01,255,4,0.02,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
629,0,uucp,RSTO,0,0,0,0,0,0,110,0.0,0.0,1.0,1.0,0.15,255,16,0.06,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
634,0,echo,S0,0,0,0,0,0,0,268,1.0,1.0,0.0,0.0,0.02,255,5,0.02,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
638,0,domain,S0,0,0,0,0,0,0,292,1.0,1.0,0.0,0.0,0.05,255,11,0.04,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
